Callsign,Relay of,Frequency,City,S/P,Country,Format,Slogan,ID,ERP-H,ERP-V,HAAT-H,HAAT-V,Lat-N,Long-W,Lang,Mode,PI Code,PS Info,Radiotext,PTY,Remarks,Decimal_Lat,Decimal_Lon,County,FIPS
WRFM,WNTC-790,103.9,DRAKESBORO,KY,USA,GOSPEL MUSIC,SPIRIT,85772,1.95,1.95,124.0,124.0,37-06-50,87-03-52,,,,,,,,37.11388888888889,-87.06444444444445,Muhlenberg,21177.0
WXKB,,103.9,CAPE CORAL,FL,USA,CONTEMPORARY HIT RADIO,B 103.9,73933,100.0,100.0,341.0,341.0,26-25-22,81-37-49,,HD,9269,Big Mama and the Wild Bunch B103.9,Big Mama and the Wild Bunch B103.9,Top 40,,26.422777777777778,-81.63027777777778,Lee,12071.0
K280GI,KGTS 91.3,103.9,RICHLAND,WA,USA,CONTEMPORARY CHRISTIAN,POSITIVE LIFE RADIO,89603,0.0155,0.0155,0.0,0.0,46-14-04,119-19-13,,,21D8,,,Religious Music,,46.23444444444444,-119.32027777777778,Benton,53005.0
WRCN-FM,,103.9,RIVERHEAD,NY,USA,NEWS/TALK,LI NEWS RADIO,18239,1.4,1.4,148.0,148.0,40-51-08,72-45-55,,,81CD,GET YOUR BUSINESS ON THE RADIO 648 631-2500,LIVE AND LOCAL JUST FOR LONG ISLAND,News,,40.852222222222224,-72.76527777777778,Suffolk,36103.0
KDFG,,103.9,SEASIDE,CA,USA,CLASSICAL,CLASSICAL KUSC,15936,1.5,1.5,199.0,199.0,36-35-09,121-55-19,,,1420,,,,,36.58583333333333,-121.92194444444445,Monterey,6053.0
KTHP,,103.9,HEMPHILL,TX,USA,COUNTRY,CLASSIC HIT COUNTRY KTHP 103.9,84879,4.5,4.5,115.0,115.0,31-25-24,93-50-30,,,5396 - 'KZPM',* RDS *,,Country,,31.423333333333336,-93.84166666666667,Sabine,48403.0
WRKA,,103.9,LOUISVILLE,KY,USA,COUNTRY,KENTUCKY STRAIGHT 103.9,48290,1.35,1.35,149.0,149.0,38-15-22,85-45-29,,,8290,WRKA,-,Adult Hits,,38.25611111111111,-85.75805555555556,Clark,18019.0
KBBD,,103.9,SPOKANE,WA,USA,ADULT HITS,103.9 BOB FM,36488,34.0,34.0,455.0,455.0,47-35-58,117-17-57,,,12C1,,103-9 BOB-FM,,,47.599444444444444,-117.29916666666666,Spokane,53063.0
KLXM,,103.9,INGLEWOOD,CA,USA,ADULT HITS,RECUERDO 98.3/103.9,1025,6.0,6.0,79.0,79.0,34-00-53,118-22-53,Spanish,HD,3D1B,Recuerdo,Recuerdo,,//KRCV 98.3,34.014722222222225,-118.38138888888888,Los Angeles,6037.0
WQCY,,103.9,QUINCY,IL,USA,ADULT CONTEMPORARY,Q104,37579,1.8,1.8,133.0,133.0,39-56-30,91-35-03,,,,,,,,39.94166666666666,-91.58416666666666,Adams,17001.0
WLMM-LP,,103.9,CHANNAHON,IL,USA,RELIGIOUS TEACHING,,126923,0.1,0.1,12.0,0.0,41-26-22,88-12-45,,,,,,,,41.43944444444444,-88.2125,Will,17197.0
K280FV,KYGA 97.5,103.9,SANTA BARBARA,CA,USA,CONTEMPORARY CHRISTIAN,AIR1,148750,0.25,0.25,0.0,0.0,34-30-11,119-50-59,,,,,,,,34.503055555555555,-119.84972222222221,Santa Barbara,6083.0
KZTK,,103.9,ARTHUR,ND,USA,COUNTRY,THE TRUCK,41898,47.0,47.0,93.0,93.0,47-07-20,97-19-30,,,53FC,,,Country,,47.12222222222222,-97.325,Cass,38017.0
KQXC-FM,,103.9,WICHITA FALLS,TX,USA,RHYTHMIC CHR,HOT 103.9,55380,19.0,19.0,246.0,246.0,33-54-04,98-32-21,,,3C98,E3 EXECS...partial decode,USIC....partial decode,,,33.901111111111106,-98.53916666666666,Wichita,48485.0
W280AF,WRVM 102.7,103.9,PHELPS,WI,USA,RELIGIOUS TEACHING,WISCONSIN'S RADIO VOICE OF THE MASTER,14545,0.027,0.027,0.0,0.0,46-04-01,89-04-40,,,,,,,,46.066944444444445,-89.07777777777777,Vilas,55125.0
WVBO,,103.9,WINNECONNE,WI,USA,CLASSIC HITS,THE VALLEY'S GREATEST HITS,69781,24.95,24.95,100.0,100.0,44-08-23,88-29-02,,,8C44,,,,,44.13972222222222,-88.48388888888888,Winnebago,55139.0
W280CX,WJLZ 88.5,103.9,NORFOLK,VA,USA,CHRISTIAN CHR + ROCK,POSITIVE HIT RADIO - THE CURRENT,18861,0.0,0.17,0.0,32.4,36-52-26,76-18-33,,,,,,,,36.87388888888889,-76.30916666666667,Chesapeake,51550.0
WLTD-LP,,103.9,DICKSON,TN,USA,RELIGIOUS TEACHING,,135070,0.055,0.055,41.0,41.0,36-03-01,87-21-55,,,,,,,3ABN,36.05027777777777,-87.36527777777778,Dickson,47043.0
WWEO-LP,,103.9,DE FUNIAK SPRINGS,FL,USA,RELIGIOUS TEACHING,,134645,0.026,0.026,56.0,56.8,30-44-18,86-06-22,,,,,,,,30.738333333333333,-86.1061111111111,Walton,12131.0
WKPE-FM,,103.9,SOUTH YARMOUTH,MA,USA,COUNTRY,CAPE COD COUNTRY 104,8586,5.5,5.5,104.0,104.0,41-41-26,70-11-21,,,709A,Cape Country 104 WKPE Artist & Title,CAPE COUNTRY 104,Country,,41.690555555555555,-70.18916666666667,Barnstable,25001.0
KERL,,103.9,EARLE,AR,USA,CLASSIC ROCK,ROCK 104,78214,12.5,12.5,143.0,143.0,35-27-01,90-42-11,,,,,,,,35.45027777777778,-90.70305555555557,,
WKHV-LP,,103.9,KINGSTON,NY,USA,RELIGIOUS TEACHING,LIFETALK RADIO,132425,0.1,0.0,-29.0,0.0,41-55-54,74-01-35,,,,,,,,41.931666666666665,-74.02638888888889,Ulster,36111.0
K280BZ,,103.9,WENATCHEE,WA,USA,HOT AC,KW-3,31467,0.05,0.05,-65.0,0.0,47-22-51,120-17-15,,,4C6A,,,Top 40,,47.380833333333335,-120.2875,Chelan,53007.0
K280EZ,,103.9,PRINCEVILLE,HI,USA,HAWAIIAN,THE SURF 95.9,147891,0.008,0.0,-162.5,0.0,22-13-31,159-29-57,,,,,,,,22.225277777777777,-159.49916666666667,Kauai,15007.0
KZON,,103.9,GILBERT,AZ,USA,RHYTHMIC CHR,HOT 97.5-103.9 TRENDING RADIO,54944,99.59,99.59,189.0,189.0,33-14-50,111-31-49,,HD,537D,Hits 103.9,Hot 97.5/103.9 Check Us Out Online at Hot975Phoenix.com,Top 40,//KMVA 97.5,33.24722222222222,-111.53027777777778,Maricopa,4013.0
KNLV-FM,,103.9,ORD,NE,USA,COUNTRY,103.9 KING FM,35246,96.5,96.5,286.0,286.0,41-54-07,99-06-11,,,2678 - 'KING',KING 103.9,THIS IS KING FM,Country,,41.901944444444446,-99.10305555555556,Garfield,31071.0
WWIZ,,103.9,WEST MIDDLESEX,PA,USA,ADULT CONTEMPORARY,Z104,23437,6.0,6.0,88.9,88.9,41-12-16,80-21-48,,,8FA9,WWIZ-FM Artist/Title,WWIZ 103.9 Artist/Title,,,41.20444444444445,-80.36333333333333,Mercer,42085.0
KLVB,,103.9,CITRUS HEIGHTS,CA,USA,CONTEMPORARY CHRISTIAN,K-LOVE,56366,6.0,6.0,100.0,100.0,38-52-33,0121-07-30,,,,,,,,38.87583333333333,-121.125,Placer,6061.0
WWKZ,,103.9,OKOLONA,MS,USA,CONTEMPORARY HIT RADIO,KZ 103,64364,50.0,50.0,120.0,120.0,34-12-18,88-41-49,,,8FDD,The Voice of the Region Big Oldies 93.7,The Voice of the Region Big Oldies 93.7,Oldies,,34.205000000000005,-88.69694444444445,Lee,28081.0
WXKQ-FM,,103.9,WHITESBURG,KY,USA,ADULT CONTEMPORARY,103.9 THE BULLDOG,64430,0.28,0.28,457.3,457.3,37-06-38,82-44-15,,,,,,,,37.11055555555556,-82.7375,Letcher,21133.0
KVAS-FM,,103.9,ILWACO,WA,USA,COUNTRY,EAGLE COUNTRY 103.9,56236,11.0,11.0,151.0,151.0,46-10-56,123-48-09,,,4786,,,,,46.18222222222222,-123.8025,Clatsop,41007.0
KTNX,,103.9,ARCADIA,MO,USA,CLASSIC ROCK,THE ZONE,162355,0.85,0.85,196.0,196.0,37-34-25,90-41-33,,,,,,,,37.57361111111111,-90.69250000000001,Iron,29093.0
KRLI,,103.9,MALTA BEND,MO,USA,COUNTRY,KRLI COUNTRY 103.9,42384,12.0,12.0,268.0,268.0,39-21-59,93-24-12,,,3E0A,KRLI-FM,KRLI Country 103.9 FM,Country,,39.36638888888889,-93.40333333333334,Carroll,29033.0
HRJU-1,//,103.9,LA ESPERANZA,IN,HND,VARIETY,ZELAH RADIO,571621,0.295,0.295,48.0,48.0,14-17-38,88-10-20,Spanish,,,,,,,14.293888888888889,-88.17222222222223,,
WSRK,,103.9,ONEONTA,NY,USA,HOT AC,MIX 103.9,68737,1.4,1.4,180.0,180.0,42-25-26,75-02-33,,,73A3,,,,,42.42388888888889,-75.0425,Delaware,36025.0
W280DE,WGNN 102.5,103.9,CHAMPAIGN,IL,USA,RELIGIOUS TEACHING,GREAT NEWS RADIO,84770,0.12,0.12,35.9,0.0,40-05-50,88-14-45,,,,,,,,40.09722222222222,-88.24583333333334,Champaign,17019.0
WVOM-FM,,103.9,HOWLAND,ME,USA,TALK,THE VOICE OF MAINE,4092,90.0,90.0,460.0,460.0,45-07-46,68-21-28,,,8D94,WVOM,The Voice of Maine,,,45.129444444444445,-68.35777777777777,Penobscot,23019.0
WTLP,WTOP-FM 103.5,103.9,BRADDOCK HEIGHTS,MD,USA,NEWS,"WASHINGTON`S NEWS, TRAFFIC AND WEATHER STATION",47105,0.35,0.35,282.0,282.0,39-27-53,77-29-42,,HD,8801,,,,Simulcast with WWWT 107.7,39.46472222222223,-77.495,Frederick,24021.0
W280DR,WGEL 101.7,103.9,GREENVILLE,IL,USA,COUNTRY,THE BEST COUNTRY IN THE COUNTRY 101.7 FM,140631,0.25,0.25,34.2,0.0,38-53-00,89-24-50,,,,,,,,38.88333333333333,-89.41388888888889,Bond,17005.0
W280DU,WPBR 1340,103.9,BOCA RATON,FL,USA,ETHNIC,,142696,0.25,0.25,0.0,0.0,26-22-12,80-10-23,Haitian,,,,,,,26.37,-80.17305555555556,Miami-Dade,12086.0
K280GS,KWIP-880,103.9,SALEM,OR,USA,REGIONAL MEXICAN,LA CAMPEONA,24673,0.1,0.1,0.0,0.0,44-51-18,0123-07-15,Spanish,,,,,,,44.855000000000004,-123.12083333333332,Marion,41047.0
WPHI-FM,KYW 1060,103.9,JENKINTOWN,PA,USA,NEWS,KYW NEWSRADIO 103.9 FM,30572,0.27,0.27,338.0,338.0,40-02-30,75-14-11,,,7D02,KYW,KYW Newsradio 103.9 FM,News,,40.041666666666664,-75.2363888888889,Philadelphia,42101.0
WIMC,,103.9,CRAWFORDSVILLE,IN,USA,CLASSIC HITS,THUNDER 103.9,8094,1.35,1.35,151.0,151.0,40-08-06,86-54-14,,,6B02,WIMC-FM,WIMC-FM,Classic Rock,,40.135,-86.9038888888889,Montgomery,18107.0
WJKR,,103.9,WORTHINGTON,OH,USA,COUNTRY,103.9 THE MAVERICK,60099,6.0,6.0,99.0,99.0,39-58-00,83-06-28,,,6D81,,,Country,,39.96666666666667,-83.10777777777777,Franklin,39049.0
WRBR-FM,,103.9,SOUTH BEND,IN,USA,ROCK,THE BEAR,27145,3.0,3.0,100.0,100.0,41-41-53,86-09-25,,,81B7,The Bear,Jason Lee and Kluck mornings Real Rock all day/ 1039thebear.com,Rock,,41.698055555555555,-86.15694444444445,St. Joseph,18141.0
KRXP,,103.9,PUEBLO WEST,CO,USA,ROCK,LOCAL. ALTERNATIVE. X1039,53845,1.75,1.75,657.0,657.0,38-44-44,104-51-42,,,3A03,,,,,38.745555555555555,-104.86166666666666,El Paso,8041.0
W280DJ,WAMK 90.9,103.9,BEACON,NY,USA,NEWS/TALK,NORTHEAST PUBLIC RADIO,147411,0.01,0.01,301.0,0.0,41-29-20,73-56-53,,,55EA,,,,,41.48888888888889,-73.94805555555556,Dutchess,36027.0
W280DG,WEVO 89.1,103.9,PORTSMOUTH,NH,USA,NEWS/TALK,NEW HAMPSHIRE PUBLIC RADIO,140553,0.25,0.25,23.2,0.0,43-04-17,70-45-15,,,6168,NHPR,,News,,43.07138888888889,-70.75416666666666,York,23031.0
KGRT,,103.9,LAS CRUCES,NM,USA,COUNTRY,YOUR COUNTRY 103.9,63951,6.0,6.0,46.0,46.0,32-18-33,106-49-24,,,21A5,,,No Program Type or Undefined,,32.30916666666666,-106.82333333333332,Doña Ana,35013.0
K280ET,KSJR-FM 90.1,103.9,OLIVIA,MN,USA,CLASSICAL,CLASSICAL MPR,152436,0.17,0.17,124.1,124.1,44-45-33,94-52-23,,,,,,,,44.759166666666665,-94.87305555555555,Chippewa,27023.0
WHXT,,103.9,SWANSEA,SC,USA,URBAN CONTEMPORARY,HOT 103.9/93.9,50522,17.5,17.5,120.0,120.0,33-48-35,81-02-55,,,698D,HOT 103.9,,Top 40,//WSCZ 93.9,33.80972222222222,-81.04861111111111,Lexington,45063.0
WVBN,,103.9,BRONXVILLE,NY,USA,RELIGIOUS TEACHING,VCY AMERICA,14380,0.98,0.98,162.0,162.0,40-52-48,73-52-39,,HD,8C43,WVBN-FM,VCY America Christian Radio,Religious Talk,,40.88,-73.8775,Bronx,36005.0
W280DO,WLKT-HD2,103.9,LEXINGTON,KY,USA,URBAN CONTEMPORARY,REAL 103.9,147882,0.25,0.25,128.2,0.0,38-00-54,84-26-18,,,D356,Real 103.9 Lexington's Bangin' Hip-Hop & R&B,Real 103.9 Lexington's Bangin' Hip-Hop & R&B,Rhythm and Blues,,38.015,-84.43833333333333,Fayette,21067.0
W280DT,WHJL 88.1,103.9,LAC DU FLAMBEAU,WI,USA,RELIGIOUS TEACHING,WISCONSIN'S RADIO VOICE OF THE MASTER,148608,0.25,0.25,27.0,0.0,45-53-20,89-47-54,,,,,,,,45.888888888888886,-89.79833333333333,Oneida,55085.0
K280GF,KJUL 104.7,103.9,CRYSTAL,NV,USA,ADULT STANDARDS,104.7 THE JEWEL,157452,0.0,0.25,0.0,0.0,36-44-10,114-29-53,,,,,,,,36.736111111111114,-114.49805555555555,Clark,32003.0
KOMB,,103.9,FORT SCOTT,KS,USA,ADULT HITS,ALL HIT 103.9,22096,25.0,25.0,100.0,100.0,37-54-28,94-46-02,,,,,,,//KMDO 1600,37.907777777777774,-94.76722222222222,Bourbon,20011.0
K280FE,KAKN 100.9,103.9,EGEGIK,AK,USA,CONTEMPORARY CHRISTIAN/SOUTHERN GOSPEL,VICTORY RADIO,138011,0.1,0.0,0.0,0.0,58-12-40,157-21-18,,,,,,,,58.211111111111116,-157.355,Lake and Peninsula,2164.0
KGBB,,103.9,EDWARDS,CA,USA,ADULT HITS,BOB FM,457,6.0,6.0,100.0,100.0,34-58-45,0118-10-02,,,,,,,,34.97916666666667,-118.16722222222222,Kern,6029.0
W280CS,WNCH 88.1,103.9,"HANOVER, ETC.",NH,USA,CLASSICAL,VPR CLASSICAL,31111,0.25,0.25,-122.5,0.0,43-43-52,72-16-04,,,7737,,,,,43.73111111111111,-72.26777777777778,Grafton,33009.0
WCOP,,103.9,ELDRED,PA,USA,CONTEMPORARY CHRISTIAN,FAMILY LIFE NETWORK,4586,1.2,1.2,224.7,224.7,41-48-36,78-23-10,,HD,5B6B,,,,,41.809999999999995,-78.38611111111112,McKean,42083.0
KRKA,,103.9,SEVERANCE,CO,USA,CONTEMPORARY CHRISTIAN,AIR1,164151,16.5,16.5,372.0,372.0,40-37-03,105-19-40,,,3DE8,,,Top 40,,40.6175,-105.32777777777777,Larimer,8069.0
KDOC-FM,KFNL 104.3,103.9,EYOTA,MN,USA,CLASSIC HITS,FUN 104,162261,1.3,1.3,172.7,172.7,44-02-25,92-13-06,,,,,,,,44.040277777777774,-92.21833333333333,Olmsted,27109.0
KMIS-FM,,103.9,GIDEON,MO,USA,SPORTS,SPORTS RADIO KMIS 1050 AM 103.9 FM,164227,2.5,2.5,122.0,122.0,36-25-31,89-41-29,,,,,,,,36.42527777777777,-89.6913888888889,New Madrid,29143.0
KJJS,,103.9,ZAPATA,TX,USA,REGIONAL MEXICAN,RADIO AMIGO,162400,4.5,4.5,115.0,115.0,26-55-03,99-15-00,Spanish,,,,,,,26.9175,-99.25,Zapata,48505.0
W280EB,WZHD 97.1,103.9,ALFRED,NY,USA,CLASSIC HITS,KOOL RADIO,158291,0.0,0.034,0.0,33.8,42-16-41,77-46-11,,,,,,,,42.278055555555554,-77.76972222222223,Allegany,36003.0
W280BA,WUMP-730,103.9,MADISON,AL,USA,SPORTS,JOX,65219,0.099,0.099,325.8,0.0,34-49-06,86-44-16,,,,,,,,34.818333333333335,-86.73777777777778,Limestone,1083.0
W280EC,WKXL-1450,103.9,CONCORD,NH,USA,NEWS/TALK,"WKXL 1450 AM, 103.9 AND 101.9 FM",145612,0.01,0.0,162.8,0.0,43-13-09,71-26-26,,,D38D,"WKXL 1450 AM, 103.9 and 101.9 FM","WKXL 1450 AM, 103.9 and 101.9 FM",Talk,,43.219166666666666,-71.44055555555556,Belknap,33001.0
W280EZ,WISK-990,103.9,LAWRENCEVILLE,GA,USA,SPANISH RELIGIOUS,ALFA RADIO 103.9,152200,0.25,0.25,8.2,0.0,33-57-11,83-58-15,Spanish,,,,,,,33.95305555555556,-83.97083333333333,Gwinnett,13135.0
KQHK,,103.9,MCCOOK,NE,USA,CLASSIC ROCK,THE HAWK,166033,50.0,50.0,113.0,113.0,40-10-19,100-41-05,,,3D44,,,Rock,PI code should be AF3B,40.17194444444444,-100.68472222222222,Hitchcock,31087.0
WWEL,,103.9,LONDON,KY,USA,HOT AC,SAM 103.9,20413,5.4,5.4,106.0,106.0,37-08-30,84-04-45,,,8F33,TODAYS HITS SAM 103.9,,No Program Type or Undefined,,37.141666666666666,-84.07916666666667,Laurel,21125.0
KSNO-FM1,,103.9,GLENWOOD SPRINGS,CO,USA,CLASSIC HITS,THE MAMMOTH KSNO,180572,0.3,0.3,0.0,0.0,39-33-10,107-19-48,,,,,,,,39.55277777777778,-107.33,Garfield,8045.0
W280ER,WGAD-930,103.9,GADSDEN,AL,USA,CLASSIC HITS,WGAD 930,139971,0.25,0.25,21.6,0.0,33-58-02,86-00-12,,,,,,,,33.967222222222226,-86.00333333333333,Etowah,1055.0
KVLX,,103.9,FRANKLIN,TX,USA,CONTEMPORARY CHRISTIAN,K-LOVE,72718,8.7,8.7,153.0,153.0,30-53-04,96-32-25,,,48A9,[Artist] [Title] K-LOVE,[Artist] - [Title] - K-LOVE,Adult Hits,,30.884444444444444,-96.54027777777777,Robertson,48395.0
KBGZ,,103.9,SPRING CREEK,NV,USA,COUNTRY,BIG COUNTRY 103.9,166019,17.2,17.2,487.0,487.0,40-55-18,115-50-58,,HD,,,,,,40.92166666666667,-115.84944444444444,Elko,32007.0
KNUQ,,103.9,PAAUILO,HI,USA,HOT AC,Q103,15969,0.0,14.5,0.0,1758.0,20-42-23,156-15-39,,,,,,,,20.70638888888889,-156.26083333333332,Maui,15009.0
KBAV-LP,,103.9,COOS BAY,OR,USA,RELIGIOUS TEACHING,,134923,0.1,0.1,24.0,0.0,43-23-29,124-14-53,,,,,,,3ABN,43.39138888888889,-124.24805555555555,Coos,41011.0
KMHT-FM,,103.9,MARSHALL,TX,USA,COUNTRY,103.9 CLASSIC COUNTRY,72451,1.85,1.85,129.0,129.0,32-33-50,94-21-04,,,A379,KMHT,-,,,32.56388888888888,-94.35111111111111,Harrison,48203.0
W280FJ,WKRZ 98.5,103.9,BLOOMSBURG,PA,USA,CONTEMPORARY HIT RADIO,98.5 KRZ,141527,0.25,0.25,0.0,0.0,41-00-28,76-22-18,,,,,,,,41.007777777777775,-76.37166666666666,Columbia,42037.0
K280BK,KAWZ 89.9,103.9,SELMA,OR,USA,RELIGIOUS TEACHING,CSN INTERNATIONAL,71989,0.0,0.052,0.0,549.0,42-15-31,123-39-43,,,,,,,,42.25861111111111,-123.66194444444444,Josephine,41033.0
K280FJ,KACI-1300,103.9,THE DALLES,OR,USA,COUNTRY,103.9 THE HAWK,88557,0.24,0.24,233.0,0.0,45-38-58,121-16-28,,,,,,,,45.64944444444444,-121.27444444444444,Wasco,41065.0
WXIS,,103.9,ERWIN,TN,USA,NEWS/TALK,LIVEWIRE RADIO 103.9,71481,6.0,6.0,100.0,100.0,36-08-17,82-23-01,,,9246,,,,,36.13805555555555,-82.38361111111112,Unicoi,47171.0
WDEB-FM,,103.9,JAMESTOWN,TN,USA,COUNTRY,GREAT AMERICAN COUNTRY,4135,3.4,3.4,135.0,135.0,36-25-31,84-56-32,,,FFFF,RDS PS,,No Program Type or Undefined,,36.42527777777777,-84.94222222222223,Fentress,47049.0
WBZX,,103.9,BIG RAPIDS,MI,USA,CLASSIC HITS,B103.9,191528,6.0,6.0,70.0,70.0,43-39-44,85-20-00,,,59ED,Bob Aldrich Mornings Local First B-103 Big Rapids 80s and More,Advertise @ 231-796-1103,Adult Hits,,43.66222222222222,-85.33333333333333,Mecosta,26107.0
WTPN,,103.9,WESTBY,WI,USA,CONTEMPORARY CHRISTIAN/RELIGIOUS TEACHING,PRAYZ NETWORK,166060,2.75,2.75,151.0,151.0,43-36-28,90-53-24,,,8867,,,,,43.60777777777778,-90.89,Vernon,55123.0
K280GZ,KFYN-1420,103.9,BONHAM,TX,USA,CLASSIC HITS,REWIND 103.9,79287,0.25,0.25,0.0,0.0,33-33-16,96-13-24,,,,,,,,33.55444444444444,-96.22333333333333,Fannin,48147.0
KBMI,,103.9,BUTTE,MT,USA,CONTEMPORARY CHRISTIAN,AIR1,3042,0.18,0.18,548.0,548.0,46-00-22,112-26-31,,,,Song / artist Air 1,,,,46.00611111111111,-112.44194444444445,Jefferson,30043.0
W280FD,WXYB-1520,103.9,LARGO,FL,USA,ETHNIC,INTERNATIONAL RADIO,158581,0.014,0.014,170.0,0.0,27-50-53,82-45-48,Greek,,,,,,,27.848055555555554,-82.76333333333334,Pinellas,12103.0
WTYB,,103.9,BLUFFTON,SC,USA,URBAN AC,MAGIC 103.9,14069,50.0,50.0,105.4,105.4,32-03-33,81-00-57,,,8945,WTYB - Magic 103.9 - www://magic1039.com,Title & Artist,No Program Type or Undefined,,32.05916666666666,-81.01583333333333,Chatham,13051.0
K280FL,KLJH 107.1,103.9,AZTEC,NM,USA,CONTEMPORARY CHRISTIAN,PRAISE 107.1 FM,152956,0.0,0.25,0.0,0.0,36-48-53,107-53-31,,,,,,,,36.81472222222222,-107.89194444444445,San Juan,35045.0
K280FK,KKCV 102.5,103.9,HAYS,KS,USA,RELIGIOUS TEACHING,BOTT RADIO NETWORK,139529,0.205,0.205,75.0,75.0,38-55-20,99-21-12,,,422C,,"Bottradionetwork,com Call 800-345-2641",Religious Talk,,38.92222222222222,-99.35333333333332,Ellis,20051.0
WJOE,,103.9,VIENNA,WV,USA,SOUTHERN GOSPEL,PRAISE FM,18534,0.75,0.75,123.0,123.0,39-20-17,81-29-56,,,8C80,,,,8C80 - CONFIRMED JULY 2025,39.338055555555556,-81.49888888888889,Wood,54107.0
KBEY,,103.9,BURNET,TX,USA,COUNTRY,103.9 FM TEXAS BEST COUNTRY RADIO,40764,1.8,1.8,184.0,184.0,30-44-26,98-19-04,,,1324,KBEY TEXAS BES COUNTRY 103.9,"LIKE US ON FACEBOOK.COM/ | KBEYFM FOR DAILY NEWS, SPORTS AND WEATHER",Spanish Music,,30.740555555555556,-98.31777777777778,Burnet,48053.0
WXRD,,103.9,CROWN POINT,IN,USA,CLASSIC ROCK,X-ROCK 103.9,39382,1.35,1.35,137.0,137.0,41-19-24,87-21-22,,,9321,X-ROCK,Rock Of Region - Home Bob & Tom,Classic Rock,,41.32333333333334,-87.3561111111111,Lake,18089.0
WLYH-FM,,103.9,BIG ISLAND,VA,USA,CLASSIC HITS,REWIND 103.9,28340,0.19,0.19,540.0,540.0,37-28-14,79-22-34,,,,,,,/,37.470555555555556,-79.3761111111111,Bedford,51019.0
WZDA,,103.9,BEAVERCREEK,OH,USA,COUNTRY,NEW COUNTRY 103.9,67689,2.9,2.9,146.0,146.0,39-43-19,84-12-33,,HD,96FA,,,,,39.721944444444446,-84.20916666666668,Montgomery,39113.0
WCNM,WWRV-1330,103.9,HAZLET,NJ,USA,CONTEMPORARY CHRISTIAN,RADIO CANTICO NUEVO,70644,0.01,0.01,87.0,87.0,40-22-55,74-12-39,Spanish,,,,,,,40.38194444444444,-74.21083333333334,Monmouth,34025.0
K280CV,KKUU-HD2,103.9,CATHEDRAL CITY,CA,USA,SPORTS,ESPN RADIO 103.9,14060,0.0,0.25,0.0,170.0,33-51-58,116-26-06,,,,,,,,33.86611111111111,-116.435,Riverside,6065.0
K280EU,KBZD-HD3,103.9,AMARILLO,TX,USA,COUNTRY,THE LEGENDS CLASSIC COUNTRY NETWORK,153628,0.099,0.099,0.0,0.0,35-06-50,101-49-16,,,,,,,,35.11388888888889,-101.82111111111111,Carroll,33003.0
W280DA,WYFD 91.7,103.9,FLORENCE,AL,USA,RELIGIOUS TEACHING,BIBLE BROADCASTING NETWORK,76174,0.055,0.055,0.0,0.0,34-45-45,87-40-53,,,,,,,,34.7625,-87.68138888888889,Colbert,1033.0
K280GR,KBRN-1500,103.9,BOERNE,TX,USA,CLASSIC HITS,BOERNE RADIO 103.9FM/AM 1500,148337,0.25,0.25,285.0,0.0,29-50-26,98-49-32,,,,,,,,29.840555555555554,-98.82555555555555,Bexar,48029.0
K280FC,KHXM-1370,103.9,WAIPAHU,HI,USA,TALK,,151517,0.099,0.099,0.0,0.0,21-24-10,158-05-52,Chinese,,,,,,,21.402777777777775,-158.0977777777778,Honolulu,15003.0
WRBI,,103.9,BATESVILLE,IN,USA,COUNTRY,WRBI COUNTRY 103.9,2873,2.65,2.65,108.0,108.0,39-13-25,85-15-22,,,81AE,Southeastern Indiana's LOCAL Country Station 103.9 WRBI,Southeastern Indiana's LOCAL Country Station 103.9 WRBI,No Program Type or Undefined,,39.22361111111111,-85.25611111111111,Ripley,18137.0
W280GD,WSGN 91.5,103.9,SCOTTSBORO,AL,USA,NEWS/TALK/CLASSICAL,YOUR NPR NEWS STATION,151327,0.0,0.25,0.0,0.0,34-42-42,85-52-50,,,,,,,from 104.5 (W283CM),34.711666666666666,-85.88055555555555,DeKalb,1049.0
KTDZ,,103.9,COLLEGE,AK,USA,ADULT HITS,TED FM 103.9,69405,28.0,28.0,233.0,233.0,64-55-21,147-42-55,,,,,,,,64.9225,-147.71527777777777,Fairbanks North Star,2090.0
K280GG,KGFC 88.9,103.9,GREAT FALLS,MT,USA,RELIGIOUS TEACHING,YOUR NETWORK OF PRAISE,145435,0.25,0.25,0.0,0.0,47-32-19,111-15-41,,,,,,,,47.53861111111111,-111.26138888888889,Cascade,30013.0
K280FP,KBCV-1570,103.9,ROCKAWAY BEACH,MO,USA,RELIGIOUS TEACHING,BOTT RADIO NETWORK,138432,0.25,0.25,183.5,183.5,36-43-52,93-10-02,,,,,,,,36.73111111111111,-93.16722222222222,Taney,29213.0
WPAL,,103.9,DUSHORE,PA,USA,COUNTRY,PAL FM,66715,0.9,0.9,260.0,260.0,41-32-30,76-15-29,,,65BD,,,,,41.541666666666664,-76.25805555555556,Sullivan,42113.0
W280DW,WSMR 89.1,103.9,TAMPA,FL,USA,CLASSICAL,CLASSICAL WSMR,139236,0.25,0.25,0.0,0.0,28-04-02,82-24-59,,,8579,,,,,28.06722222222222,-82.41638888888889,Hillsborough,12057.0
